,title,price,store,commentcount,location
1755,"""咨询优惠240元+分期免息】华为HONOR/荣耀Play3手机官方旗舰店降价9x畅享play官网10青春版v20新20系列play3e""",539.0,卓瓦数码专营店,309.0,上海
3038,"""努比亚Z17手机 Z18红魔 Z17mini Z17S X V18  nubia/努比亚 Z17""",649.0,小西宝2017,309.0,上海
3678,"""当天发华为honor/荣耀 畅玩7X全网通移动联通电信4G手机送豪礼""",568.0,荣信数码港,308.0,上海
1131,"""【现货当天发】华为荣耀畅玩8A 手机官方旗舰店官网正品全网通8a系列8X手机10青春官网老年机20i荣耀play3""",599.0,博海宇通数码专营店,308.0,北京
3392,"""Haier/海尔 M316 翻盖触屏手写老年人手机大字大声大屏男款翻盖机""",268.0,周公转世,308.0,山西 运城
3570,"""Apple/苹果 iPhone 8 Plus iPhone 8手机 8plus 国行全网通未激活""",3198.0,李小麦的店,307.0,北京
1479,"""Meizu/魅族 魅蓝NOTE2移动联通4G双卡双待MX5安卓智能游戏手机3s""",80.0,凌度月love,306.0,广东 深圳
3265,"""【直降631元】华为honor/荣耀 荣耀20i手机全面屏 荣耀20pro 20s""",858.0,wezebaba,304.0,广东 深圳
3789,"""降价 全新官方旗舰 vivo U1手机水滴屏学生骁龙游戏vivou1 z3u3xs""",708.0,有话好说liu,303.0,广东 深圳
1508,"""【64G闪降120元】Xiaomi/小米红米8A手机 Redmi8A官方旗舰店7A官网红米8pro6老人学生note7pro 骁龙439 note5""",499.0,三际数码官方旗舰店,303.0,山东 济南
693,"""Huawei/华为 畅享7 Plus 高配4G全网通超长待机学生智能老人手机""",488.0,wenwei3166,302.0,广东 深圳
1154,"""【限时优惠200，到手价1499】Samsung/三星 Galaxy M30s SM-M3070 游戏智能拍照 4G手机官方正品""",1699.0,苏宁易购官方旗舰店,302.0,江苏 南京
1415,"""【顺丰当天发】Meizu/魅族16T骁龙855旗舰手机魅族16spro现货16th""",1978.0,阿凡提商城,302.0,河南 郑州
4114,"""正品移动电信版按键直板超薄大屏大字大声超长待机老人手机老人机怀旧经典款备用机洛基亚三星女款学生华为4G""",127.0,鑫睿诚数码专营店,301.0,广东 深圳
1895,"""【全国联保】honor/荣耀 荣耀10青春版全面屏渐变色v学生正品手机""",828.0,tb2757684_2013,301.0,广东 深圳
2691,"""【24期分期/优惠1000】Huawei/华为 Mate 30 pro手机华为mate40pro官网官方旗舰店新款全网通5g正品p30直降x""",5799.0,能良数码官方旗舰店,301.0,上海
3600,"""Nokia/诺基亚 230DS 老人机 双卡双待听歌学生备用老年人按键手机""",248.0,15815164485yx,301.0,广东 东莞
1628,"""【直降850+分期免息】Xiaomi/小米CC9 骁龙710索尼三摄屏幕指纹nfc美图定制版女性4G手机官方旗舰店红米k30""",1299.0,创汇通达数码旗舰店,301.0,北京
1429,"""【12期免息+当天发货】Huawei/华为P30 Pro手机直降全面屏官方旗舰店正品新款5G手机P40/mate30pro/nova6新款""",4488.0,乐哇数码专营店,301.0,广东 深圳
1723,"""honor/荣耀 荣耀9青春版 荣耀9i 全网通面部指纹识别4G智能手机8X""",468.0,柳峰阁,300.0,广东 深圳
1445,"""苹果11现货速发 送300元大礼包Apple苹果iPhone 11移动联通电信全网通智能4G手机官方官网X旗舰店7 11pro xr""",5059.0,武汉电信旗舰,299.0,湖北 武汉
671,"""Gionee/金立 A326+双屏翻盖手机 双卡双待超长待机 大字体大声音大电池 商务手机按键老人手机""",298.0,米莜数码专营店,299.0,湖北 武汉
1469,"""【6+256】vivo Z5 vivo Z5X Z3X新品vivoZ5x z3x iqoo z3 x23手机""",1065.0,wallter_yuan,298.0,山东 济南
726,"""诺基亚老年人手机超长待机华为老人大屏全网通电信联通4G大声大字""",95.4,缘机通讯,298.0,广东 广州
2524,"""诺基亚老人手机超长待机老年机大屏全网通电信版大字大声4G经典款""",108.0,tb892386880,297.0,江苏 南京
1451,"""Nokia/诺基亚2610移动无摄像头安全机老款直板按键经典学生小手机""",34.9,大时代女人街,296.0,上海
2687,"""Philips/飞利浦 E109C电信CDMA老人机mini备用可爱小手机直板按键电信版专用功能商务学生机儿童天翼老年机""",159.0,优源数码专营店,295.0,广东 深圳
371,"""当天发货+送小爱音箱Xiaomi/小米红米K30手机官网旗舰店RedmiK20 pro尊享版红米K30 pro5g官方正品k30pro手机""",1599.0,能良数码官方旗舰店,295.0,上海
2074,"""【0首付分期】Apple/苹果 iPhone XS 苹果xs iPhone XS Max手机""",3168.0,数码科技1628_1628,294.0,广东 深圳
2221,"""【0首付分期】Apple/苹果 iPhone XS 苹果xs iPhone XS Max手机""",3168.0,数码科技1628_1628,294.0,广东 深圳
995,"""魅族16x【领券立减 套餐0元选】Meizu/魅族官方旗舰x8骁龙710手机""",988.0,阿凡提商城,294.0,河南 郑州
1753,"""Noain/诺亚信 3310电信移动老年人手机 大字大声超长待机学生天翼""",59.0,haoyun13653669911,294.0,山西 太原
3248,"""Meitu/美图 T8手机正品T9 T8s V6全网通4G花呗分期顺丰包邮""",500.0,儸儸儸洪,293.0,广东 广州
1699,"""HUAWEI HUAWEI P30 PRO 8g 128g 旗舰手机 出租租赁 网易租 华为""",30.0,网易租租赁,293.0,广东 深圳
2891,"""vivo Z5现货手机全新官网原装正品vivoz5x iqooneo""",1275.11,天骐骏通信商城,293.0,广东 深圳
1900,"""Apple/苹果 iPhone 11 Pro max 国行 原封港版代购带小票韩版手机""",6380.0,angel111999,292.0,广东 珠海
2630,"""【7.12英寸大屏幕】Huawei/华为 畅享 MAX全网通4G智能老年老人全面屏长续航待机官方正品手机荣耀8x/10青春""",828.0,优爱特手机专营店,292.0,北京
1662,"""分期免息/大礼包 vivo NEX 3 5G曲面屏vivo NEX全屏vivonex3手机""",3878.0,诚信数码0791,292.0,江苏 南京
469,"""分期Apple/苹果 iPhone X iphonex 苹果xr iphonexr 手机x xs max""",3400.0,亦儿手机店,292.0,广东 深圳
4193,"""✅K-Touch/天语 T3正品军工三防移动联通电信版男女款老年手机大屏大字大声超长待机老人机学生直板按键备用""",155.0,天语强宇专卖店,291.0,广西 桂林
1486,"""Samsung/三星 galaxy note8盖乐世港版Note8全网通曲屏新手机正品""",1778.0,随风飞扬y,291.0,广东 深圳
4271,"""✅K-Touch/天语 T3正品军工三防移动联通电信版男女款老年手机大屏大字大声超长待机老人机学生直板按键备用""",155.0,天语强宇专卖店,291.0,广西 桂林
4263,"""✅K-Touch/天语 T3正品军工三防移动联通电信版男女款老年手机大屏大字大声超长待机老人机学生直板按键备用""",155.0,天语强宇专卖店,291.0,广西 桂林
1288,"""【领券可减200+送天猫精灵】xiaomi/小米CC9Pro手机 1亿像素 尊享版手机官方旗舰店官网红米K20pro曲屏CC9pro""",2599.0,三际数码官方旗舰店,291.0,山东 济南
1019,"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",2018.0,如家米店,291.0,广东 深圳
1869,"""官方小米多亲ai手机助手PRO2s代Qin1s小爱同学功能旗舰店华米移动4G全网通直板带按键智能热点老人机备用三星""",299.0,鑫睿诚数码专营店,291.0,广东 深圳
2441,"""Apple/苹果 iPhone 11 Pro Max苹果11promax美版有锁港版国行手机""",4645.35,eason98765,291.0,上海
867,"""Apple/苹果 iPhone XS Max 苹果xsmax手机 iphone XS双卡有锁""",2820.0,ttcios,291.0,广东 深圳
3762,"""Meizu/魅族 魅蓝note1双卡双待MX5移动联通4G智能安卓手机 NOTE2""",80.0,零距离v,290.0,广东 深圳
2805,"""【12期免息】OPPO Reno2 opporeno2手机官网旗舰opporeno2新款上市oppor17pro新未来x10倍变焦0pporeno2z ace""",2999.0,能良数码官方旗舰店,290.0,上海
2501,"""Taiml/泰美利 K688翻盖迷你儿童手机可爱卡通女孩小学生超小戒网""",127.0,hanrunfu007,290.0,广东 深圳
1268,"""华为honor/荣耀 荣耀8全新全网通电信正品 9青春版8x智能4G手机""",608.0,缤琪斯,290.0,广东 深圳
3942,"""【到手价999元】Meitu/美图 T9美图T9限量版小樱v7美图手机旗舰店官方新款正品双卡双待美颜手机美图t8s v6""",999.0,秉合影音专营店,289.0,湖北 武汉
729,"""分期免息Apple/苹果8plus全网通4G全新国行iphone8plus苹果手机8""",2100.0,创皂美丽时代创美,288.0,广东 深圳
1945,"""正品Meizu/魅族 魅蓝 S6 全网通4g指纹支付 5.7寸全面屏快充手机""",280.0,烁烁美宜佳,288.0,广东 深圳
2323,"""顺丰发多亲2 qin2 小爱同学手机多亲AI助手众筹学生机迷你备用机老人机电信4G老年手机官方旗舰店""",599.0,三际数码官方旗舰店,288.0,山东 济南
2175,"""顺丰发多亲2 qin2 小爱同学手机多亲AI助手众筹学生机迷你备用机老人机电信4G老年手机官方旗舰店""",599.0,三际数码官方旗舰店,288.0,山东 济南
1898,"""官方新品Xiaomi/小米 redmi note 7 pro手机 红米note7Pro小金刚7""",680.0,划地球,287.0,上海
3682,"""【年货节漫威定制礼盒 12期免息】Samsung/三星 Galaxy S10 SM-G9730 骁龙855 四摄像头4G智能手机漫威礼盒""",4999.0,三星官方旗舰店,286.0,北京
2588,"""正品纽曼老人机翻盖手机联通4G移动电信版大字大声超长待机按键老年手机大屏男女语音王华为三星诺基亚老年机""",157.0,鑫睿诚数码专营店,285.0,广东 深圳
2530,"""亏本冲量】HUAWEI 华为畅享10 plus官方正品旗舰新手机畅想9plus""",1033.0,chenghong301314,285.0,广东 深圳
1128,"""【新品】飞利浦/PHILIPS E109环保材质防尘直板按键移动联通双卡双待老人手机学生备用老年功能手机""",79.0,苏宁易购官方旗舰店,285.0,江苏 南京
3459,"""立减nubia/努比亚 红魔3S 电竞游戏手机红魔mars 红魔4代 红魔3s""",1408.0,wezebaba,285.0,广东 深圳
3429,"""立减nubia/努比亚 红魔3S 电竞游戏手机红魔mars 红魔4代 红魔3s""",1408.0,wezebaba,285.0,广东 深圳
2129,"""Nokia/诺基亚1280直板经典款按键超长待机儿童学生老人手机带手电""",84.0,宇宙之神998,284.0,广东 深圳
2276,"""Nokia/诺基亚1280直板经典款按键超长待机儿童学生老人手机带手电""",84.0,宇宙之神998,284.0,广东 深圳
3322,"""百合BIHEE C20M电信版老年手机天翼CDMA老人机直板按键超长待机""",85.0,章治先,284.0,广东 深圳
564,"""Apple/iPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全新7P正品4G""",940.0,潮牌一线女装,284.0,广东 深圳
2773,"""正品创星移动天翼电信版翻盖手机老人机超长待机大屏大声大字男女款老人机老年手机学生备用机诺基亚华为三星""",108.0,鑫睿诚数码专营店,283.0,广东 深圳
2654,"""12期免息 OPPO Reno Ace高达版手机opporenoace renoace oppoace""",3104.0,yy_sky_2008,283.0,广东 东莞
3124,"""三星E1150c移动翻盖老人机电信大声按键老年4G手机学生备用小手机""",46.8,tb984569166,282.0,广东 深圳
1619,"""【12+256G版套餐一赠耳机】OPPO Reno Ace骁龙855plus智能游戏手机90Hz屏65W闪充官方旗舰店renoace""",3599.0,苏宁易购官方旗舰店,281.0,江苏 南京
2028,"""送碎屏保 Xiaomi/小米 Redmi Note 8官方旗舰红米note8Pro7手机c9""",857.99,有话好说liu,281.0,广东 深圳
1254,"""诺基亚三防手机军工正品老人手机超长待机大字大声老年机全网通4G""",158.0,深圳大咖数码科技有限公司,281.0,广东 深圳
716,"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",880.0,悠悠淘一米,280.0,广东 深圳
3033,"""vivo X9全网通手机 5.5寸前置2000万双摄人脸识别手机 X9s v3 Y67""",434.0,淘淘淘好东西韩,280.0,广东 深圳
3118,"""现货Meitu/美图T9美图T9手机正品M8S美图手机美图T8S美颜全网通4G""",781.11,美颜神器数码,280.0,广东 深圳
1847,"""朋和 E30B四卡四待手机4卡4待一机多卡可魔音变声多卡多待收码""",68.0,月销量2063笔,280.0,广东 深圳
1229,"""军工三防电霸老人机超长待机全网通4G老年手机微信电视tv触屏手写""",98.0,e讯数码公司,280.0,广东 深圳
2227,"""[4G全网通]创星C2老人机大屏大字大声音移动电信版正品直板按键女款学生可爱小手机超长待机诺基亚老年手机""",59.0,纯林伟业数码专营店,278.0,广东 深圳
1951,"""德国全网通4G超薄智能迷你网红备用微型小屏卡片手机SOYES索野7S+""",1098.0,优品世家电子商务中心,278.0,上海
1947,"""【mix2全新】Xiaomi/小米 MIX 2S全面屏手机8S骁龙845双摄无线充9""",1099.0,徐光赏,278.0,江苏 常州
2080,"""[4G全网通]创星C2老人机大屏大字大声音移动电信版正品直板按键女款学生可爱小手机超长待机诺基亚老年手机""",59.0,纯林伟业数码专营店,278.0,广东 深圳
1766,"""到手3168起优惠1831/现货当天发Huawei/华为 Mate 20 X5G版全网通手机华为官方旗舰店官网正品mate30pro 降价""",3168.0,久汇数码专营店,278.0,广东 深圳
3676,"""至高省300 vivo iQOO Neo 855骁龙新款限量版手机vivoiqooneo iqoopro  iqooneo855手机 iqooneo5g版""",1998.0,vivo智轩优品专卖店,277.0,广东 深圳
2411,"""Xiaomi/小米 小米CC9Pro官方美图小仙女尊享版9pro旗舰手机小米10""",2368.0,69铺小a,276.0,广东 深圳
512,"""Apple/苹果 iPhone XR 苹果XR iphonexr双卡iphone xr全网通手机""",3500.0,wywy12332122,275.0,广东 深圳
2465,"""12期免息/可减650】Huawei/华为 nova 5 Pro官方旗舰店正品新款华为nova5P全网通非5g新手机6荣耀v30/mate20x""",2499.0,魅立数码专营店,275.0,广东 深圳
1346,"""4G全网通老人机超长待机微信版移动联通电信大屏WIFI热点老年手机""",110.0,易达能,274.0,广东 深圳
1324,"""vivo Y93全网通水滴屏面部识别vivo y93 y93s y91 y97 y85 y3手机""",550.0,tb255304404,274.0,广东 深圳
1239,"""分期Apple/lPhone6s plus 国行6s全新苹.果6s正品6sp手机全网通4g""",1048.95,tb3530871944,274.0,广东 深圳
4165,"""Gionee/金立 S10全网通 运行6G八核四摄拍照智能手机""",1089.0,亿博鸿信数码专营店,273.0,北京
3236,"""移动电信版翻盖老人手机老年大字大声小巧4G超长待机女VAJITA 520""",89.0,爱有信科技企业店,273.0,湖北 武汉
776,"""Xiaomi/小米 红米6a 4A 5A 3S全网通4G支持人脸解锁智能手机正品""",208.0,乐申商城,273.0,广东 深圳
4234,"""Gionee/金立 S10全网通 运行6G八核四摄拍照智能手机""",1089.0,亿博鸿信数码专营店,273.0,北京
1200,"""Meizu/魅族 魅蓝3S全网通4G NOTE6大屏智能老人学生手机魅蓝Note5""",190.0,时时网店,272.0,广东 深圳
1953,"""限量五折抢购 包邮选电源/音箱 中移动Xiaomi/小米Redmi红米7A智能老人学生百元手机官方旗舰店正品7红米6A""",489.0,中国移动官方旗舰店,271.0,浙江 杭州
3181,"""正品全面水滴屏全网通4G学生价游戏手机双卡指纹6+128G内存拍照超长待机八核安卓老人智能手机大字大声大屏""",498.0,慕晓如梦数码专营店,270.0,广东 深圳
3055,"""新款一加7t手机 OnePlus/一加 HD1900 1+7t Pro官网一加七T迈凯伦""",1817.81,中宽通讯行,270.0,广东 深圳
2422,"""限时直降】红米note8 小米手机Redmi 红米note8Pro 正品官网旗舰""",929.0,桃花数码,270.0,山东 济南
4377,"""新品honor/荣耀 荣耀8X 华为畅玩系列手机降价x8官网6+128学生64""",785.63,度伊特2009,269.0,湖北 武汉
599,"""当天发【直降100元】Huawei/华为 nova 5z 新款手机官方旗舰店nova5pro官网直降5g全网通v30千元机5i荣耀9x""",1499.0,京合旗舰店,268.0,安徽 合肥
2830,"""Nokia/诺基亚6120c/ci 直板按键3G智能音乐老年人学生备用小手机""",58.8,lin19981001,268.0,广东 深圳
1108,"""OPPO A59S全网通智能4G手机指纹超薄拍照学生老人新款oppoa59s""",440.3,认证优质商家,267.0,广东 深圳
1765,"""领劵200元现货12期免息送礼Huawei/华为 P30 Pro手机官方旗舰店正品p30pro直降mate30pro/p20x/nova5g荣耀v30""",3388.0,oksj数码旗舰店,267.0,广东 深圳
3240,"""正品honor/荣耀 荣耀9全网通智能4G指纹解锁双卡双待学生价手机""",508.0,炫酷数码通讯,266.0,广东 深圳
1579,"""【直降660元】Xiaomi/小米 小米CC9 PRO官方红米cc9pro尊享版手机""",2488.0,白开水的点燃方式,266.0,河南 郑州
1384,"""守护宝 中兴L580-K老年机老人手机超长待机大屏大字大声大按键女款学生移动联通带定位功能超薄直板手机正品""",139.0,守护宝旗舰店,266.0,江苏 无锡
3264,"""ROG游戏手机2败家之眼电竞游戏手机rog2玩家国度3代腾讯定制正品2""",3499.0,白开水的点燃方式,265.0,河南 郑州
1406,"""官方Xiaomi/小米 Redmi 8A红米8全面屏千元学生机pro红米8a7a手机""",628.0,一朵花的记忆,265.0,广东 深圳
3183,"""Xiaomi/小米 红米6 pro全网通红米6AI双摄智能老人学生正品4G手机""",380.0,zsryyyy,265.0,广东 深圳
405,"""可24期免息+领券可减160元红米K30手机 Xiaomi/小米 RedmiK30官方旗舰店官网9pro5G版红米K30pro手机尊享5g版""",1599.0,广东电信亿品汇专卖店,265.0,广东 深圳
3131,"""华为荣耀NOTE8全网通6.6寸4G智能高清2K大屏商务手机双卡双待""",930.0,刘利芳7676,264.0,广东 深圳
3748,"""迷你可爱儿童学生老年人卡通女款卡片小巧超小手机电信诺基亚品质""",95.0,黄埔正品科技,264.0,广东 深圳
1033,"""分期免息 Apple/苹果 iPhone 8 Plus 全新正品4G全网通苹果8x手机""",1386.0,情侣专批网,263.0,广东 深圳
368,"""【分期免息】Apple/苹果 iPhone X 全新8国行4G全网通iPhonex手机""",2290.0,潮流3号线,262.0,广东 深圳
294,"""分期免息Apple/苹果 iPhone XR苹果xr iphonexr手机 xs max双卡8x""",3450.0,爱富商城,262.0,上海
862,"""ZTG/中天语 Z18四卡四待手机4卡4待一机多卡可魔音变声多卡多待""",68.0,月销量2063笔,262.0,广东 深圳
865,"""Xiaomi/小米 Redmi 7A 红米6a 4A5A全网通4G老人学生智能手机正品""",199.0,深圳通讯数码有限公司,262.0,广东 深圳
3027,"""Xiaomi/小米 小米8年度旗舰全面屏双频GPS游戏智能AI变焦拍照手机""",1179.0,ryang275492354,262.0,四川 成都
2881,"""超薄三防老人手机超长待机全网通移动联通4G网络电信版老年机大声""",65.0,杭州网购988,262.0,广东 深圳
1020,"""Apple/苹.果 i.Phone SE 正品5se2三网4s学生5s备用4G手机6非租凭""",155.0,丶小航,261.0,广东 深圳
2692,"""BlackBerry/黑莓 Q5智能可爱女生 戒网瘾 学生粉色全键盘黑莓手机""",425.0,数码王子购购购,261.0,广东 深圳
1580,"""【立减200】realme Q realmeq手机新款上市骁龙712 闪充正品超薄限量版 realme官方旗舰店 realmex青春版""",948.0,问鼎数码专营店,261.0,上海
717,"""4G全网通皓轩老人老年手机超长待机大屏大字大声正品语音王简单版省钱移动联通电信机中国女款学生人可爱""",89.0,皓轩宏泰盛专卖店,261.0,广东 深圳
2522,"""Samsung/三星 GALAXY S8+plus国行G9500全网通4G曲面屏G9550手机""",1490.0,当乐手机,261.0,上海
1442,"""Apple/苹果 iPhone XS Max 苹果XS iphonexs 国行双卡XR 有锁手机""",3168.0,数码科技1628_1628,260.0,广东 深圳
419,"""【6日24期免息享10重礼】vivo X30双模5G专业影像旗舰50mm人像技术手机官方旗舰正品新款vivox30 5g新品手机""",3298.0,苏宁易购官方旗舰店,259.0,江苏 南京
2694,"""Apple/苹果 iPhone 11国行港美版有锁日韩版无锁新款手机双卡分期""",3522.42,zhanchao14214353,259.0,山东 济宁
3871,"""全新OPPO A9全屏oppoa9x手机 指纹解锁6+128G内存 OPPO手机R17 A5""",1098.0,汇美优科技,259.0,四川 成都
1058,"""【百亿补贴】直降+立减4?起 送壳膜好礼 Xiaomi/小米Redmi7A老人手机K20红米旗舰cc官方note正品pro85G网9xse""",449.0,玩风数码专营店,259.0,山东 济南
3873,"""全新OPPO A9全屏oppoa9x手机 指纹解锁6+128G内存 OPPO手机R17 A5""",1098.0,汇美优科技,259.0,四川 成都
338,"""【新品上市 享24期免息】OPPO Reno3双模5G全面屏智能手机 6400万像素超薄VOOC闪充官方旗舰店opporeno3""",3399.0,oppo官方旗舰店,259.0,广东 东莞
2810,"""【赠碎屏险+无线充】Apple/iPhone 11苹果手机新款全网通智能手机苹果xr xsmax 7plus正品""",5288.0,大唐回浦数码旗舰店,258.0,浙江 台州
3314,"""Huawei/华为 P8max移动联通双4G大屏幕6.8寸手机平板商务八核""",720.0,刘利芳7676,257.0,广东 深圳
2745,"""Samsung/三星 GT-E1200R直板学生老人备用按键老年功能移动手机""",148.0,蓝天伟业数码,257.0,广东 深圳
759,"""6+128低至1149起+送豪礼 Xiaomi/小米CC9e手机 官方旗舰店小米官网8se青春版cc9pro 红米note8pro 红米K20""",949.0,中创青云数码专营店,257.0,广东 深圳
1257,"""Apple/苹.果 i.Phone SE苹.果5se手机全网通4S移动联通电信5S三网""",195.02,共赢数码商城,257.0,广东 深圳
1961,"""24期免息12分期花呗0首付新款华为荣耀20PRO手机智能游戏官方旗舰店官网正品v20 V30 20s青春 9XPRO非5g手机""",2699.0,飞鸿数码旗舰店,256.0,湖南 长沙
2368,"""直降100元【天猫直送】Huawei/华为 nova 5z手机5z官方旗舰店正品直降价5g全网通mate30pro华为nova5pro p30""",1599.0,三际数码官方旗舰店,256.0,山东 济南
2918,"""皓轩 H2老人机超长待机三防军工直板移动电信版联通4G全网通老年手机大屏大字大声音正品学生按键女小手机""",39.0,皓轩手机旗舰店,256.0,广东 深圳
2580,"""立减150元新品vivo U3手机 vivo u3 vivou3x u3x vivoy7s y93 z3 y3 u1 vivox27 y97 z1 iqoopro 5g vivo手机""",999.0,三际数码官方旗舰店,255.0,山东 济南
1970,"""【分期免息】华为honor/荣耀 荣耀10 GT加速全面屏全网通128g手机""",1030.0,御猫科技88,254.0,广东 深圳
565,"""DOOV/朵唯V31老年智能手机大字大声大屏老人机超长待机新款上市官方旗舰正品4g送适用于oppo小米vivo华为耳机""",199.0,朵唯官方旗舰店,254.0,广东 深圳
3514,"""Xiaomi/小米Max1全网通高配6.4大屏2双卡送父母学生平板智能手机""",389.0,马上优品,253.0,江苏 常州
786,"""直降440元现货免息送好礼华为honor/荣耀V20手机官方旗舰店正品官网降价荣耀9x/v30pro/华为nova5直降非5g""",1759.0,oksj数码旗舰店,253.0,广东 深圳
879,"""【24期免息+送好礼】 HUAWEI/华为 Mate 30  5G手机官方旗舰店正品mate30 p直降pro全网通40荣耀nova6智能p30""",4999.0,蓝港数码专营店,253.0,广东 深圳
1092,"""Apple/苹果 iPhone XS Max国行双卡双待苹果xs max全网通电信手机""",3400.0,jinshu168,253.0,广东 深圳
1181,"""Apple/苹.果 i.Phone SE 苹.果5手机全网通4S移动联通电信5S三网5""",195.02,航宇66688,252.0,广东 深圳
2327,"""创星 R9超薄卡片手机移动电信版非智能备用迷你学生价手机只可以打电话戒网女款可爱儿童超小屏幕网红小手机""",128.0,鼎峰数码专营店,252.0,广东 深圳
2179,"""创星 R9超薄卡片手机移动电信版非智能备用迷你学生价手机只可以打电话戒网女款可爱儿童超小屏幕网红小手机""",128.0,鼎峰数码专营店,252.0,广东 深圳
1246,"""纽曼 V1老人机老年手机超长待机正品超薄直板按键大屏大字大声移动电信版老人手机功能女学生天翼备用小手机""",58.0,乐恒创数码专营店,251.0,广东 深圳
1010,"""Samsung/三星 GALAXY S8+plus 美版港版s8国行曲面屏全网通4G手机""",1200.0,越润数码,251.0,上海
919,"""当天发货+降价200元Huawei/华为 nova 5z 新款手机官方旗舰店nova5pro官网直降非5g全网通v30千元机5i荣耀9x""",1479.0,广东电信亿品汇专卖店,251.0,广东 深圳
903,"""（秒发）vivo iQOO艾酷骁龙855屏幕指纹全网通手机vivo iqooneo""",1228.0,skhh811000,251.0,广东 广州
427,"""分期免息Apple/苹果 iPhone 8 Plus 全网通4G全新国行iphone8手机""",1048.0,雅岛服饰,251.0,广东 深圳
3388,"""Apple/苹果 iPhone 8 苹果8 4.7寸 国行原装8代手机全网通未激活""",2499.0,jiali通讯,250.0,上海
662,"""新款小辣椒P60八核6+128g后1600万双摄像指纹人脸解锁Typec快充吃鸡王者游戏手机微商多开全网通超薄4g学生价""",499.0,中电盈讯数码专营店,250.0,广东 深圳
3040,"""华为C2800电信移动老人机直板按键老年手机学生备用机4G无摄像头""",20.0,翁翁翁66,250.0,广东 深圳
1721,"""24期免息/送4件壕礼/官网价/华为HUAWEI mate30 5G版 中移动手机正品官方旗舰店20 pro p30 pro 10 x 直降""",4999.0,中国移动官方旗舰店,250.0,浙江 杭州
2050,"""Nokia/诺基亚6700S滑盖按键经典4G老年人学生备用mp3音乐小说手机""",143.0,多一点88,249.0,广东 深圳
2108,"""【直降300享24期免息】vivo iQOO Pro 5G高通骁龙855Plus处理器游戏全面屏指纹手机iqoopro vivoiqoo 新iqoo""",3698.0,vivo官方旗舰店,248.0,广东 东莞
3821,"""ZTE/中兴 U288+老人手机大字大声移动按键直板老年机大屏正品学生""",119.0,亿淘网购商城,248.0,北京
2255,"""【直降300享24期免息】vivo iQOO Pro 5G高通骁龙855Plus处理器游戏全面屏指纹手机iqoopro vivoiqoo 新iqoo""",3698.0,vivo官方旗舰店,248.0,广东 东莞
434,"""领券可减160元+可送小爱音箱 Xiaomi/红米K30手机 小米官方旗舰店RedmiK30官网尊享版非5g全网通红米k30pro5G""",1599.0,魅立数码专营店,247.0,广东 深圳
1437,"""6期免息 立减600！坚果PRO3【送原装耳机】SMARTISAN/锤子 坚果手机官方旗舰店 全网通坚果R1 Pro2s""",2399.0,金万吉数码专营店,247.0,广东 深圳
2359,"""Apple/苹果 iPhone X国行iPhonex正品64G全网通256g全新手机分期""",3580.0,皇后范儿啦,247.0,广东 深圳
2815,"""Nova5pro直降650元 华为HUAWEI nova 5 Pro 全新官方正品手机5i""",998.9,kitty810720,246.0,重庆
2723,"""【现货】Apple/苹果 iPhone 11 Pro Max新款苹果11promax双卡手机""",4688.0,启泰数码,246.0,广东 深圳
2850,"""【三期免息】Apple/苹果iPhone8 Plus全网通4G全新国行苹果8X手机""",1588.0,亚克西么8,246.0,北京
1159,"""Nokia/诺基亚 6300直板经典老人手机大声大字功能按键学生老年机""",80.0,linqian2016168,246.0,广东 深圳
930,"""【新品】Philips/飞利浦 E151Y电信版老年手机超长待机天翼直板电信老人机天翼CDMA按键学生备用功能机正品""",168.0,苏宁易购官方旗舰店,245.0,江苏 南京
1517,"""顺丰速发送壕礼/Huawei/华为 畅享 8e 青春中移动手机正品官方旗舰店官网新款全网通畅想8plus畅享9 MAX""",468.0,中国移动官方旗舰店,245.0,浙江 杭州
1642,"""Samsung/三星 Galaxy S10 SM-G9730 S10E 盖乐世港版美版S10+手机""",2308.0,环慧数码,244.0,广东 深圳
818,"""分期免息Apple/苹果iPhone XR双卡苹果xs maxiPhonexsmax国行手机""",3611.52,博匠数码,244.0,江苏 南京
2220,"""vivo U3x新品vivou3x正品拍照VIVOU1 y93s 闪充大电池智能手机""",665.0,wallter_yuan,243.0,山东 济南
2073,"""vivo U3x新品vivou3x正品拍照VIVOU1 y93s 闪充大电池智能手机""",665.0,wallter_yuan,243.0,山东 济南
981,"""Apple/苹果 iPhone 8 Plus国行美版苹果8代苹果8P5.5寸全网通手机""",1850.0,东东妈555,243.0,广东 深圳
383,"""花呗分期Apple/苹.果6s plus国行正品苹.果6s手机6sp全新三网通4g""",865.0,许允斯xys,243.0,广东 深圳
1676,"""[年终促销惊爆价]华为手机荣耀10青春版手机官方旗舰店8x官网全新正品荣耀9x直降促销20i新款play3全网通""",848.0,千瑞宏达手机专营店,243.0,广东 深圳
1991,"""小格雷学生专用学习手机4G三网通可远程定位戒网瘾防沉迷智能管控防下载游戏电信儿童小学初中高中学生手机""",636.0,百汇瑞成数码专营店,243.0,广东 深圳
