title,price,store,commentcount,location
"""【旗舰正品】皓轩正品老人手机超长待机直板大屏大字体大声音移动电信版老年手机学生功能按键小手机""",49.00,"""武汉电信旗舰""",1055,湖北 武汉
"""【分期免息/立省570元】坚果Pro3锤子坚果3手机官方旗舰店官网高通骁龙855手机全网通坚果pro4坚果3pro2s""",2399.00,"""沃晟智能设备专营店""",118,广东 深圳
"""OPPO R9全网通4G智能手机指纹双卡超薄美颜拍照学生老年人新款R9S""",520.60,"""tb250568531""",80,广东 深圳
"""Motorola/摩托罗拉V998+正品翻盖经典怀旧收藏备用手机古董老人机""",195.00,"""宝贝美乐淘""",86,广东 深圳
"""【立减500 6期免息】realme X realmex手机骁龙710 realmeⅩ大师版realmeⅹmix青春版realme官方旗舰店""",1299.00,"""问鼎数码专营店""",160,上海
"""【当天发货/24期分期/送10选2壕礼】Huawei/华为 畅享10s 手机官方旗舰店畅想10plus 9直降nova5i 5pro荣耀8x""",968.00,"""三际数码官方旗舰店""",88,山东 济南
"""Nokia/诺基亚 5000超薄直板按键老年人学生价小手机男女非智能机""",50.00,"""享乐阁""",117,上海
"""直降500元vivo X27手机全新机vivox27 指纹版 x27plus x27pro x23 NEX官方旗舰店官网 X21 X31 新品上市""",2498.00,"""恒盛纪元数码专营店""",187,四川 成都
"""Nokia/诺基亚106 直板按键双卡老人手机学生商务备用机诺基亚手机正品旗舰店诺基亚105升级版""",159.00,"""苏宁易购官方旗舰店""",1069,江苏 南京
"""vivo X21全面屏智能手机x9全网通x21A屏幕指纹版手机vivoX20 plus""",1020.00,"""金色世界通讯""",163,上海
"""已降550元现货当天发 Huawei华为 畅享9S手机官网官方旗舰店畅想9S华为畅享9s手机畅享10plus荣耀9X 畅享9s""",798.00,"""久汇数码专营店""",97,广东 深圳
"""新款Huawei/华为荣耀畅玩8A官方旗舰店正品4G全网通学生老年智能手机老人大屏大字大声9x20i8x系列游戏小手机""",599.00,"""潍坊联通官方旗舰店""",845,广东 深圳
"""正品Nokia/诺基亚 新105老人机超长待机移动直板按键功能老年机学生儿童备用迷你经典怀旧小手机官方旗舰店""",139.00,"""哥小哥数码专营店""",1437,广东 深圳
"""新品6期免息当天发Huawei/华为Nova 6 SE官方旗舰店正品p30直降手机全网通新款mate30pro荣耀非5g华为nova6se""",2199.00,"""广东电信亿品汇专卖店""",41,广东 深圳
"""当天发24期分期送礼Huawei/华为nova 6 SE官方旗舰店正品新款nova6se直降mate30 pro 5g手机全网通p20荣耀p30""",2199.00,"""同步飞扬数码专营店""",22,广东 深圳
"""【可减240元/可送手环】 华为荣耀Play3 麒麟710F八核全网通智能plya3e手机官方旗舰店官网piay全新荣耀paly3""",699.00,"""魅立数码专营店""",78,广东 深圳
"""Nokia/诺基亚 600翻盖老年人手机移动联通电信4G超长待机老人手机""",188.00,"""639通讯""",122,广东 深圳
"""【咨询优惠+6期免息】华为HONOR荣耀V30 Pro系列双模全网通正品5G手机官方旗舰店降价新品官网款v30pro5g""",3899.00,"""蓝港数码专营店""",24,广东 深圳
"""MELROSE 2019END电信全网通4G微型迷你袖珍学生智能备用小屏手机""",258.00,"""www2567762""",119,上海
"""OPPO R17水滴屏手机oppor17pro新年红r15全网通OPPO R15x屏幕指纹""",1348.00,"""缘落花开0102""",683,北京
"""vivl全网通4G网络智能游戏学生价水滴屏正品新手机八核128G内存""",358.00,"""深港批发直销""",57,广东 深圳
"""Nokia/诺基亚 全网通4G老人手机超长待机移动联通电信大声老年机""",82.00,"""tb47771451""",74,广东 深圳
"""vivo X9S plus X9全网通手机vivoX7双卡4G八核智能手机vivoX6S""",540.00,"""wangjuanjuanever""",72,上海
"""皓轩 H8军工三防老人机超长待机男女款大屏大字大声直板按键移动电信版老年手机正品学生功能天翼备用小手机""",39.00,"""皓轩赛罗敷专卖店""",192,广东 深圳
"""vivo X9Plus全网通手机4G美颜人脸识别双卡双待X9S智能八核X9""",690.00,"""风华绝代小嗨嗨""",28,广东 深圳
"""Motorola/摩托罗拉 V3ie翻盖手机超薄老款经典怀旧老人手机包邮""",80.00,"""新力通数码""",18,广东 深圳
"""新款经典移动电信复古大哥大怀旧超长待机老人直板4G手机MK168""",228.00,"""宇小桀""",86,广东 深圳
"""Apple/苹果 iPhone 6 正品 苹果6s 4.7寸手机  iPhone 6s Plus""",750.00,"""zhanghaiyong868""",200,江苏 南京
"""现货降价mate20正品Huawei/华为 Mate 20 ProUD版mate20x5G版手机""",1797.64,"""苏苏通讯""",1691,广东 深圳
"""花呗免息Apple/iPhone6S 苹果6SP 苹果6Splus正品手机全网通4G""",870.00,"""苯女人86""",60,广东 广州
"""[送座充] 小辣椒Q8 老年手机超长待机直板老人机大屏大字大声音移动联通电信版女款学生功能按键诺基亚小手机""",99.00,"""纯林伟业数码专营店""",84,广东 深圳
"""送充电宝Huawei/华为 P10全网通P10降价正品原封智能指纹解锁手机""",792.30,"""tb646095374""",83,广东 深圳
"""honor/荣耀 荣耀8青春版 三网通4G八核智能指纹学生老人手机""",490.00,"""深圳市乐享数码""",2551,广东 深圳
"""正品N360超薄6.8寸大屏穿孔曲屏全面屏全网通4g双卡智能游戏手机""",731.47,"""擎天柱0626""",49,广东 深圳
"""华为p30pro直降官方HUAWEI HUAWEI P30 PRO曲面屏正品手机直降价""",2829.00,"""鲁信数码科技公司""",937,河南 郑州
"""Apple/苹果 iPhone 11 6.1英寸屏 iphone11 苹果11手机双卡全网通""",5030.00,"""尤里xx""",1667,江苏 南京
"""荣耀9x【省1069]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",828.00,"""鸿威通讯""",607,上海
"""【7.12英寸大屏幕】Huawei/华为 畅享 MAX全网通4G智能老年老人全面屏长续航待机官方正品手机荣耀8x/10青春""",828.00,"""优爱特手机专营店""",292,北京
"""正品小米21克C2老年机超长待机大屏大字大声按键直板学生三星老款诺基亚华为小手机经典怀旧女21KE老人手机4G""",118.00,"""鑫睿诚数码专营店""",3501,广东 深圳
"""誉品 Y580军工三防直板老人机超长待机移动电信版女款老年手机大屏大字大声音诺基亚正品全网通按键学生手机""",88.00,"""炜广天成数码专营店""",4451,广东 深圳
"""Huawei/华为 畅享7全网通4G大屏大字老人机学生智能指纹解锁手机""",438.00,"""三金1318""",130,广东 深圳
"""rog游戏手机 2代电竞败家之眼玩家国度骁龙855plus二代""",3399.00,"""69铺小a""",876,广东 深圳
"""5G版现货 华为HUAWEI HUAWEI Mate 30 Pro mate30pro 智能手机20""",3378.00,"""南南jd""",37,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max 苹果iphoen11pro港版美版有锁手机""",3558.00,"""肥鹏展翅""",1718,广东 深圳
"""超薄诺基亚5310XM直板备用手机按键功能学生经典怀旧老年老人机""",113.00,"""cml59500""",72,浙江 杭州
"""Xiaomi/小米 红米6a 4X 5a note3 S全网通4G人脸解锁智能手机正品""",186.90,"""华阳sports""",73,广东 深圳
"""翻盖迷你儿童手机可爱卡通男女孩学生超小定位 Taiml/泰美利 K688""",127.00,"""大运淘""",94,广东 深圳
"""新款全网通4g智能手机曲面屏正品安卓大屏游戏指纹双卡老年人魅果""",988.00,"""深圳万通达数码""",26,广东 深圳
"""ZTE/中兴 K2 老年机超长待机大屏大字大声语音王老年手机男女款移动直板按键老人手机学生儿童备用功能机正品""",158.00,"""天讯蓝图数码专营店""",185,广东 深圳
"""苹果11新款现货Apple/苹果 iPhone 11 pro max手机非5G ProMax SR""",4755.62,"""金运通""",87,北京
"""Huawei/华为 R900老人手机移动联通4G经典翻盖电信老年机大字大声""",178.00,"""wufan0303""",36,广东 深圳
"""智能手机大字大声大屏幕老人老年机超长待机移动联通电信全网通4G""",258.00,"""女人街美衣""",78,广东 深圳
"""OPPO A5全网通oppoa5智能手机6.2英寸全面屏正品联保 a1""",620.00,"""啄木鸟掌柜""",36,广东 深圳
"""红米K30 新品Xiaomi/小米 Redmi K30 官方旗舰5g手机K30pro尊享版""",1399.00,"""诚亨通讯""",19,广东 深圳
"""新品Xiaomi/小米 Redmi K30 5G红米k30pro官方旗舰手机20尊享版5g""",1355.28,"""友铭数码通讯""",36,上海
"""DOOV/朵唯X11 Pro学生价游戏智能手机全面屏全网通千元官方旗舰新款上市曲面正品送适用oppo小米vivo华为耳机""",688.00,"""朵唯官方旗舰店""",34,广东 深圳
"""24期分期/现货速发/Apple/苹果 iPhone XS Max 手机iPhonexsmax 12期分期官方国行正品苹果xr/xs/8/7/P""",5999.00,"""博盛景数码专营店""",411,广东 深圳
"""vivoX30PRO 送烤箱5G全网手机vivoX30 PRO vivo x30pro双模SN组网60倍变焦三摄新品上市绝版限量IQOOPRO IQOO""",3998.00,"""恒盛纪元数码专营店""",54,广东 东莞
"""[12期分期]OPPO A11x学生智能手机oppoa5a8a9k3k5r170ppo官方正品""",1299.00,"""oppo手机企业商城""",98,湖南 长沙
"""【直降】vivo U1全面屏学生智能手机vivou1 z3i官方正品u3x手机5""",618.00,"""chenghong301314""",758,广东 深圳
"""Xiaomi/红米小米k20pro尊享版redmi k20 pro尊享版酷黑机甲至尊骁龙855plus手机处理器官方旗舰店现货4800万""",2498.00,"""君胜数码专营店""",50,广东 深圳
"""12期免息 OPPO Reno Ace高达版手机opporenoace renoace oppoace""",3104.00,"""yy_sky_2008""",283,广东 东莞
"""下单立减100/vivo iQOO Neo 855 竞速版 vivoiqoo 新款手机vivox27 z5x  X9 x23  x21 nex3 iqoopro vivo手机""",2498.00,"""京联通达数码旗舰店""",23,北京
"""Samsung三星1200R移动老人机直板按键老款经典老年备用学生小手机""",54.90,"""大时代女人街""",130,上海
"""【6+64G 1349】华为HONOR/荣耀20青春版 手机华为荣耀官方旗舰店新品全新官网20华为荣耀V20新款V30pro 非5g""",1079.00,"""久汇数码专营店""",74,广东 深圳
"""直降现货免息送好礼华为honor/荣耀20i手机官方旗舰店正品降价荣耀9x智能老人学生8x/v20pro/10青春版畅享10""",999.00,"""oksj数码旗舰店""",159,广东 深圳
"""【送大礼盒】vivo NEX双屏版10G运行内存vivonex双面屏手机IQOO""",2688.00,"""治辰腾远""",135,上海
"""华为nova5正品直降999元HUAWEI nova 5 Pro官方旗舰店nova5i手机6""",1518.00,"""佳欣共创科技""",2024,广东 深圳
"""【全网通4G】Philips/飞利浦 E288S老人手机超长待机三防户外手机防摔防尘双卡双待触屏大字大声大屏老年手机""",218.00,"""异维数码专营店""",99,广东 深圳
"""咨询减200/当天发 Huawei 华为畅享10 官方旗舰店官网正品畅想10plus手机nova5i直降价mate30pro畅享9P荣耀9X""",1199.00,"""旭远数码专营店""",61,上海
"""诺基亚1616_1800无摄像头超长待机工厂保密备用带手电筒老人手机""",70.00,"""tb27824012""",358,广东 深圳
"""24期分期减750Huawei/华为nova 5i Pro手机nova5ipro官方旗舰店正品新款p30pro直降价5g全网通mate20荣耀p20""",1799.00,"""三际数码官方旗舰店""",616,山东 济南
"""Apple/苹果iPhone11ProMax官方网旗舰iphone13苹果11手机国行现货""",5129.00,"""佳欣共创科技""",746,广东 深圳
"""BIRD/波导 A660正品超长待机军工三防直板按键老人手机移动老人机大声大字大屏大哥大老年手机户外老年人手机""",138.00,"""兴圣宇数码专营店""",78,广东 深圳
"""波导A580正品超长待机大字大声大屏老人机移动电信老年机直板按键男女高中生初中小学生儿童备用老年人手机""",98.00,"""兴圣宇数码专营店""",38,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax iphone xr国行正品手机现货""",4350.00,"""朵儿妈的生活""",43,广东 深圳
"""纽曼 M560老人机超长待机直板女款大屏大字大声移动版老年手机正品军工三防儿童小学生迷你按键备用手机""",98.00,"""纽曼手机旗舰店""",2245,北京
"""Letv/乐视 乐MAX2  乐1S 乐2 X620 X500手机 乐视2pro全网通4G""",165.00,"""奥尔玛购物""",401,广东 深圳
"""24期0首付12期免息新款Xiaomi小米红米Note8pro手机RedmiNote8pro官方旗舰店正品有小米9 K20Pro非k30 5G手机""",1249.00,"""飞鸿数码旗舰店""",70,湖南 长沙
"""Samsung/三星 GALAXY S8+港版行全网通曲屏盖世乐原装新正品手机""",1408.00,"""随风飞扬y""",460,广东 深圳
"""守护宝 上海中兴U288+移动直板老年手机大字大声长待机老人手机老人机 官方正品""",79.00,"""苏宁易购官方旗舰店""",154,江苏 南京
"""【直降200元 送音箱】OPPO A11 oppoa11手机新款上市oppo手机官网新品oppoa11 0ppor17 r15 a5 oppoa11x未来x""",1299.00,"""能良数码官方旗舰店""",96,上海
"""支持下水Samsung/三星 Galaxy S10+ SM-G9750三星S10港版美版手机""",2000.00,"""完美数码通讯168""",44,上海
"""超薄卡片手机超小迷你初中学生只可以打电话非智能戒网瘾AIEK M4""",97.00,"""hanrunfu007""",158,广东 深圳
"""[4G全网通]创星C2老人机大屏大字大声音移动电信版正品诺基亚直板按键女款学生可爱小手机超长待机老年手机""",58.00,"""炜广天成数码专营店""",2669,广东 深圳
"""Samsung/三星 GALAXY Note9 SM-N9600美版港版港行牛9手写笔手机""",2428.00,"""tb168882019""",239,上海
"""中兴守护宝F6S原装正品4G全网通智能手机超薄水滴全面屏安卓游戏老人机指纹大屏6.53英寸八核128G学生价手机""",388.00,"""世光创展数码专营店""",29,广东 深圳
"""Nokia/诺基亚 8110 4G香蕉小手机老年人学生机滑盖备用机洛基亚网红全新正品官方旗舰店""",338.00,"""四知轩数码专营""",81,广东 深圳
"""Nokia/诺基亚 105新ss老人机超长待机直板按键大字大声经典老年机学生儿童备用迷你小手机官方旗舰店 2720""",129.00,"""米莜数码专营店""",56,湖北 武汉
"""诺基亚5320XM直板备用手机按键功能3G戒网学生党经典怀旧老年机""",113.00,"""卓尔优数码""",197,上海
"""军工三防移动联通4G信号直板老人手机电信老年机超长待机3GGRAVER""",45.00,"""爱有信科技企业店""",174,湖北 武汉
"""2020年新款大屏全网通学生价游戏手机超薄指纹一体 SANNAINGP200""",583.00,"""瑞福杰""",54,广东 深圳
"""Xiaomi/小米 小米CC9 PRO官方旗舰5摄1亿像素小米cc9尊享版新手机""",2498.00,"""一朵花的记忆""",218,广东 深圳
"""Nokia/诺基亚 600超薄翻盖老人手机移动双卡老年机电信超长待机4G""",193.00,"""lujun130306""",110,广东 深圳
"""Philips/飞利浦 E109C电信CDMA老人机mini备用可爱小手机直板按键电信版专用功能商务学生机儿童天翼老年机""",159.00,"""优源数码专营店""",295,广东 深圳
"""顺丰当天发 honor/华为荣耀 荣耀畅玩8A珍珠全面屏全网通官方旗舰店荣耀8a手机10青春play3华为畅享9""",589.00,"""久汇数码专营店""",42,广东 深圳
"""华为 荣耀Play3 麒麟710F八核全网通智能手机官方旗舰店全新正品4800万AI三摄像头 10 20 s 青春9""",799.00,"""晋商数码专营店""",35,北京
"""OPPO R17水滴屏手机oppor17pro全网通r15新年红OPPO R15x屏幕指纹""",1429.00,"""海派手机""",66,广东 深圳
"""【24期分期/优惠1000】Huawei/华为 Mate 30 pro手机华为mate40pro官网官方旗舰店新款全网通5g正品p30直降x""",5799.00,"""能良数码官方旗舰店""",301,上海
"""BlackBerry/黑莓 Q5智能可爱女生 戒网瘾 学生粉色全键盘黑莓手机""",425.00,"""数码王子购购购""",261,广东 深圳
"""正品 格力手机3代 G0335D 格力2代手机G0215D  格力色界G0245D""",439.00,"""百佳131""",178,广东 珠海
"""Apple/苹果 iPhone 11国行港美版有锁日韩版无锁新款手机双卡分期""",3522.42,"""zhanchao14214353""",259,山东 济宁
"""纽曼 A520+迷你袖珍超小男生女生中小学生戒网非智能移动电信可爱儿童手机直板小手机卡片老人机正品个性备用""",78.00,"""东旭启信数码专营店""",2319,广东 深圳
"""【送壳膜套装 晒单送无线充】Apple/苹果 iPhone 11全网通4G手机 苹果11新x天翼电信官方旗舰店官网国行XS 8p""",5149.00,"""翼天下天翼电信旗舰店""",1640,江苏 南京
"""红鸟H2 儿童手机小学生移动电信版非智能电话女生卡通可爱迷你学生价小卡片手机直板老人老年手机备用款正品""",79.90,"""红鸟手机旗舰店""",7254,广东 深圳
"""Apple/苹果 iPhone 11 Pro max无锁iphone11有锁版苹果11手机""",3354.12,"""达诚数码商城""",229,广东 深圳
"""【分期免息选手环+顺丰速发】nubia/努比亚红魔3S 骁龙855Plus电竞游戏手机官方旗舰店mars降价红魔3正品""",1699.00,"""创汇通达数码旗舰店""",219,北京
"""【6+128G到手价1299起+现货发售】华为honor/荣耀8Xmax中移动官方旗舰店正品华为10X 9Xpro 华为 8X max 手机""",1299.00,"""中国移动官方旗舰店""",488,浙江 杭州
"""立省140元】Xiaomi/redmi note7 pro小米红米note7pro官方镜花水月por手机旗舰店骁龙675处理器4800万像素""",1069.00,"""君胜数码专营店""",530,广东 深圳
"""vivo S1手机新款 升降摄像头 vivos1/s1pro全面屏  vivos1pro手机""",1435.00,"""china手机城""",79,广东 东莞
"""【到手价858起】华为honor/荣耀 荣耀10青春版手机官方旗舰店降价9x正品20i华为手机新款nova荣耀8x荣耀play3""",858.00,"""博海宇通数码专营店""",787,北京
"""vivo X23水滴屏限量版vivox23手机X21屏幕指纹幻彩版X27""",1958.00,"""奥威国际数码""",116,广东 深圳
"""OPPO R17水滴屏手机r17Pro新年红r15全网通OPPO R15x屏幕指纹R11S""",889.00,"""香格国际""",87,广东 广州
"""Meizu/魅族 MX5指纹解锁魅蓝NOTE2双网智能手机5.5大屏3S全网通4G""",89.00,"""雅雅小发""",722,广东 深圳
"""华为honor/荣耀 畅玩7全面屏智能老人大字大声音6A全网通4G手机""",298.00,"""七小格服饰有限公司""",68,广东 深圳
"""【顺丰速发 6期免息】Huawei/华为Nova 6 SE官方旗舰店4G全网通4800万AI四摄智能nova6se游戏手机""",2199.00,"""咪咕官方旗舰店""",27,浙江 杭州
"""Neken/尼凯恩 EN3I正品三防军工直板超长待机 移动联通电信版老年机老人手机女款学生大屏大字大声按键小手机""",69.00,"""网能恒业数码专营店""",340,广东 深圳
"""【新年狂欢】直降  速发 Xiaomi/小米 红米6 全面屏note8核智能拍照老人redmi7a手机正品官方旗舰店""",469.00,"""玩风数码专营店""",551,山东 济南
"""直降350元 华为honor/荣耀 荣耀畅玩8A 畅玩8a手机7a 畅玩7手机""",386.06,"""小城大爱a""",506,广东 深圳
"""BlackBerry/黑莓 KEYONE国行双卡安卓键盘key1移动联通电信4G手机""",1130.00,"""鸿锋贸易""",480,广东 深圳
"""【三期免息】Apple/苹果iPhone8 Plus全网通4G全新国行苹果8X手机""",1588.00,"""shanwenjian2009""",107,上海
"""OPPO A5全网通全新手机oppoA3 A7 A1全面屏新款A7X手机OPPOA5手机""",658.00,"""唔空摄影""",36,浙江 杭州
"""SOYES/索野（数码） 7S+全网通4G智能迷你网红电信移动卡片小手机""",548.00,"""大运淘""",179,广东 深圳
"""【年货节24期免息】享好礼/Huawei/华为 Mate 30 Pro 5G全网通 华为Mate30手机官方旗舰店 P30 Pro Mate20""",6899.00,"""中国移动手机官方旗舰店""",126,广东 广州
"""荣耀20pro降价honor/荣耀 荣耀20Pro全面屏拍照v20官方华为手机""",1667.83,"""中宽通讯行""",2071,广东 深圳
"""UniscopE/优思 V9超薄卡片手机迷你儿童电话非智能小手机超小可爱移动4G电信男女中小学生便宜直板戒网袖珍""",68.00,"""东旭启信数码专营店""",925,广东 深圳
"""Xiaomi/小米 6X现货正品速发【送大礼包】双摄全面屏双卡骁龙手机""",669.00,"""浪凯科技""",372,广东 深圳
"""诺基亚RM-1134直板按键保密小手机1133双卡双待学生老人备用机105""",84.00,"""多一点88""",243,广东 深圳
"""尼凯恩EN9 正品老人机超长待机移动电信版老年手机大屏大字大声音按键直板小学生女款功能机天翼三防备用儿童""",69.00,"""利欧数码专营店""",122,广西 桂林
"""Sony/索尼 Xperia XZ2 compact 新款 XZ2c 4G 全新原装港版手机""",1500.00,"""终极者11""",64,广东 深圳
"""【现货】Apple/苹果 iPhone 11 Pro Max新款苹果11promax双卡手机""",4688.00,"""启泰数码""",246,广东 深圳
"""新款N360曲屏超薄全面屏超长待机全网通双卡双待商务智能手机""",947.52,"""好运来2602""",41,广东 深圳
"""至高减600 vivo iQOO Pro vivo手机 iqoo5g版 iqoopro全网通 vivoiqoopro5g   骁龙855plus iqoopro""",3498.00,"""vivo铁络专卖店""",532,山东 济南
"""64G709起/保3年/现货速发/12期分期送壕礼/Huawei/华为 畅享9e手机官方旗舰正品畅享9/畅享9s华为畅享9e直降""",709.00,"""君问数码官方旗舰店""",66,浙江 杭州
"""ZTG/中天语 A9卡片手机迷你可爱儿童按键男女学生备用戒网小手机""",58.00,"""bin111bin""",2275,广东 深圳
"""尼凯恩 EN8i老人机超长待机直板女大屏大字大声移动联通电信版老年手机正品军工三防儿童小学生迷你按键备用""",49.00,"""淘杰翔数码专营店""",1145,广东 深圳
"""【24期免息】OPPO Reno2 opporeno2手机新款上市oppo旗舰正品r19限量0ppofind未来xr17手机0pp0reno210倍变焦""",2999.00,"""oppo平实专卖店""",1144,广东 广州
"""Meitu/美图 T9魔卡少女樱 美少女战士手机美图V7 V6 t9ip手机T8s""",968.00,"""美图专门店""",532,广东 深圳
"""朵唯D520翻盖老年手机大屏大字大声移动联通电信版老人机超长待机正品男女性老年手机小学生专用诺基亚备用""",135.00,"""利欧数码专营店""",178,广西 桂林
"""华为电信版小手机儿童学生备用天翼按键老年人4G棒棒机戒网非智能""",60.00,"""璇璇通讯""",811,广东 深圳
"""华为nova5手机HUAWEI nova 5 Pro手机华为直降全面屏nova5ipro""",1198.00,"""深圳一航""",1175,广东 深圳
"""6+64G到手1028起魅族16x【3期免息送17礼选电源/音箱】Meizu/魅族 16 x手机官方旗舰店正品x8/16xs魅蓝16t""",1048.00,"""三际数码官方旗舰店""",811,山东 济南
"""分期免息Apple/苹果 iPhone XR 苹果iphonexr xs max双卡4G手机x""",1450.00,"""wfgjyjw""",48,广东 深圳
"""老人手机超长待机诺基亚手机大屏大字大声电信版老年机全网通经典""",103.67,"""张嘉智1823419673""",63,广东 广州
"""诺基亚老人机超长待机大屏大字大声华为全网通4G电信版老年人手机""",106.00,"""优e正品""",42,广东 广州
"""【6期免息立省1500元】vivo NEX全面屏升降摄像头6G大运存官方旗舰店官网正品智能手机vivonex NEX apex""",2198.00,"""vivo官方旗舰店""",6709,广东 东莞
"""【优惠130元现货发】Samsung/三星 Galaxy M30S SM-M3070 手机note10新m30s款官方s10+官网A90旗舰店5g全网通""",1699.00,"""三际数码官方旗舰店""",148,山东 济南
"""vivo X23水滴屏手机新款限量版vivox23手机X21全新vivox27幻彩版""",1418.00,"""诚信花木0102""",8,浙江 杭州
"""Apple/苹果 iPhone 8 Plus苹果8代8P国行正品全网通手机苹果8Puls""",1366.00,"""宝发聚宝源""",72,广东 广州
"""大哥大手机古董老式怀旧四卡四待移动版小哥大迷你小型老年机TTP""",188.00,"""深圳手机批发中心""",341,广东 深圳
"""中兴守护宝F6S原装正品超薄水滴全面屏安卓大屏游戏4G全网通智能手机老人手机指纹移动联通电信版128G学生价""",388.00,"""贝之心数码专营店""",24,广东 深圳
"""YEPEN/誉品 Y580电霸军工三防正品大字大声大屏超长待机移动电信老年手机大哥大老人手机直板备用按键老人机""",118.00,"""兴圣宇数码专营店""",590,广东 深圳
"""Samsung/三星 GT-E1200R直板学生老人备用按键老年功能移动手机""",148.00,"""蓝天伟业数码""",257,广东 深圳
"""K-Touch/天语 Q1老人机移动电信超长待机大屏大字大声直板按键男女款老年手机CDMA学生儿童迷你备用小手机""",109.00,"""天讯蓝图数码专营店""",217,广东 深圳
"""诺基亚老人手机超长待大屏大字声全网通联通4G手电筒按键语音播报""",95.00,"""相当暴躁つ""",91,广东 深圳
"""纽曼F9翻盖手机老人机超长待机老人手机大屏大字大声音老年机移动电信版正品天翼老年手机男女新款学生备用机""",198.00,"""纽曼深圳专卖店""",1176,广东 深圳
"""新品realme X2手机realmex2pro官方旗舰opporealmex2青春realmeq""",879.00,"""鸿威通讯""",182,上海
"""Huawei/华为 畅享8 全面屏4G全网通智能手机官网正品华为畅想9""",680.00,"""傲海企业店""",74,广东 深圳
"""【当天发24期免息】OPPO Reno2手机新款上市oppoace opporeno2 opporeno reno2z 3 0ppo未来x oppor19 r17pro""",2999.00,"""三际数码官方旗舰店""",1093,山东 济南
"""咨询省200+送天猫精灵】xiaomi/小米9PRO5G版手机 官方旗舰店官网骁龙855plus小米mix4尊享版k20九小米cc9pro""",3699.00,"""三际数码官方旗舰店""",219,山东 济南
"""朵唯 W88儿童手机小学生可爱男女棒棒直板卡通超小定位非智能戒网移动电信初中老人按键卡片手机超长待机""",78.00,"""宜森数码专营店""",53,广东 深圳
"""【128G免费升级256G发+当天发货】华为旗下荣耀9X PRO中移动官方旗舰店正品10青春11X 20i 华为荣耀9xpro手机""",1999.00,"""中国移动官方旗舰店""",228,浙江 杭州
"""【限时让利300元】OPPO K5手机oppok5新款上市k5新品k3 k1 oppok3""",1799.00,"""aixiaosihu""",446,北京
"""Nokia/诺基亚 E63移动联通3G直板经典怀旧全键盘按键备用功能手机""",99.90,"""爱尚数码城1688""",136,广东 深圳
"""【24期分期】华为honor/荣耀 荣耀V20手机官方旗舰店20i/8x/20青春降价荣耀20 pro正品9x/20s非5g手机新品v30""",1799.00,"""京合旗舰店""",1267,安徽 合肥
"""Taiml/泰美利 KR999大哥大手机新款复古怀旧古董老式经典直板老人""",218.00,"""暖暖数码店""",797,广东 深圳
"""Apple/苹果 iPhone 11 Pro Max美版 港版 国行双卡新品全网通手机""",4699.00,"""土木良品店铺""",45,湖北 武汉
"""华为荣耀8XMax 官方旗舰店官网正品全网智能大屏大电池长续航手机华为mate官网正品 华为新款5G手机""",899.00,"""博海宇通数码专营店""",175,广东 深圳
"""【4G全网通】尼凯恩 EN3正品老人机超长待机三防军工直板老年手机大屏大字大声音移动联通电信版学生按键手机""",79.00,"""嘉宇金成数码专营店""",21,广东 深圳
"""Apple/苹果 iPhone 8 Plus 全新正品国行美版三网通手机iPhone 8""",2150.00,"""1号店85""",48,广东 广州
"""Nokia/诺基亚 N96经典正品滑盖智能手机16G内存WiFi学生商务备用""",251.13,"""诺记家家""",42,广东 深圳
"""质保2年谷歌/Google pixel 3 xl 手机 原生安卓 pixel 3/3xl 现货""",1459.00,"""诚有信未则来""",563,广东 广州
"""已直降800 加送15选1礼 Xiaomi/小米CC9智能4800万三摄3200万自拍照手机官方旗舰店正品美图合作仙女""",1399.00,"""君问数码官方旗舰店""",196,浙江 杭州
"""【购机送无线充电器】苹果11 Pro Apple/苹果 iPhone 11Pro苹果手机中移动2019新款全网通苹果xr xsmax 8plus""",8258.00,"""中国移动官方旗舰店""",140,浙江 杭州
"""【华为nova5pro减530】HUAWEI nova 5 Pro手机官方全新正品5i""",1406.59,"""云科数码店""",1076,河北 石家庄
"""新品Philips/飞利浦S610全网通4G智能手机水滴全面屏超长待机安卓旗舰店学生游戏吃鸡品牌超薄智能手机""",789.00,"""锦万数码专营""",54,广东 深圳
"""纽曼 V1老人机老年手机超长待机正品超薄直板按键大屏大字大声移动电信版老人手机功能女学生天翼备用小手机""",58.00,"""德隆兴盛数码专营店""",1909,广东 深圳
"""12期免息送豪礼】vivo Y9s手机全新品vivo9s手机y7s升级版vivoy97 y83 y3 y93s y85 vivox27手机 vivoz5x y9s""",1998.00,"""京联通达数码旗舰店""",37,北京
"""儿童学生手机可爱卡通迷你袖珍小手机移动联通微聊定位防丢男女孩""",95.00,"""智能穿戴产品luling""",34,广东 深圳
"""【24期分期/咨询优惠/当天发】Huawei/华为 Mate 30手机华为mate30pro官方旗舰店正品直降5gp30新款全网通40""",3999.00,"""能良数码官方旗舰店""",434,上海
"""正品创星移动天翼电信版翻盖手机老人机超长待机大屏大声大字男女款老人机老年手机学生备用机诺基亚华为三星""",108.00,"""鑫睿诚数码专营店""",283,广东 深圳
