,title,store,type,sells,price,skuid
4864,['华为荣耀v30 5G双模'],['炜东电商旗舰店'],8+128G全网通（碎屏险套餐）,0,3699.0,62902257291.0
1754,['【二手99新】三星 Galaxy Note9（SM-N9600）二手三星note9'],['智达二手手机专营店'],6G+128G 全网通4G 12期免息,0,3765.67,64451986789.0
4872,['华为（HUAWEI） Mate 20 Pro '],['优品美手机专营店'],全网通4G(8GB+256GB)UD屏内指纹版,0,5399.0,64118247951.0
1752,['【二手99新】三星 Galaxy Note10+ N9760 二手三星Note10+'],['智达二手手机专营店'],12G+256G 全网通5G 送原装充电器,0,6199.0,64398207833.0
1751,['【二手99新】三星 Galaxy Note10+ N9760 二手三星Note10+'],['智达二手手机专营店'],12G+256G 全网通5G 6期免息,0,6452.33,64398207834.0
1750,['【二手99新】三星 Galaxy Note10+ N9760 二手三星Note10+'],['智达二手手机专营店'],12G+256G 全网通5G 12期免息,0,6865.67,64398207835.0
1747,['【二手99新】三星 Galaxy Note 8（SM-N9500）智能双摄|IP68 全网通4G'],['三星二手手机旗舰店'],256G,0,2699.0,63853011443.5
3827,['【联通直营品质保障】 iPhone 11 苹果'],['联通华盛手机旗舰店'],256G,0,6599.0,56977294186.5
1738,['【二手99新】Apple iPhonex XS (A2100) 苹果x XS国行二手'],['闲至优品二手手机旗舰店'],6期免息白条分期0首付（512G全网通）,0,5766.0,58288430272.0
1737,['【二手99新】Apple iPhonex XS (A2100) 苹果x XS国行二手'],['闲至优品二手手机旗舰店'],6期免息白条分期0首付（256G全网通）,0,5283.0,58288430271.0
3824,['【红色64G低至4349元起】苹果Apple iPhone XR '],['中国移动手机官方旗舰店'],公开版256GB,0,7899.0,40663360248.5
3815,['【立减200】华为nova5i Pro'],['易销科技手机专营店'],6G+128G,0,1799.0,53446774148.0
1726,['【二手99新】Apple iPhoneX 苹果x'],['智达二手手机专营店'],64G 全网通4G【6期免息】,0,3864.0,59835254014.0
1723,['【二手99新】Apple iPhoneX 苹果x'],['智达二手手机专营店'],256G 全网通4G【6期免息】,0,4224.0,59835254015.0
4909,['华为（HUAWEI） 华为 HUAWEI P20 AI智慧徕卡双摄全面屏游戏'],['华飞手机专营店'],全网通（6+128G）,0,2495.14,33185645953.0
2872,['【二手9成新】三星（SAMSUNG）W2018（SM-W2018）翻盖商务正品'],['乐亨优品二手商品专营店'],256G  充电套装,0,5328.0,58909675672.0
1712,['【二手99新】Apple iPhone x XS 苹果 x xs 国行 二手'],['鸿兴优品二手手机专营店'],【6期免息白条分期0首付】512G 全网通,0,6177.0,59099704635.0
1711,['【二手99新】Apple iPhone x XS 苹果 x xs 国行 二手'],['鸿兴优品二手手机专营店'],【6期免息白条分期0首付】256G 全网通,0,5197.0,59099704634.0
4830,['华为荣耀8X '],['谷高数码手机专营店'],全网通（6G+64G）,0,1049.0,54753201568.0
2844,['【二手9成新】三星GalaxyS8G9500二手'],['九九二手商品专营店'],s8[4+128],0,1750.0,51053743152.0
1785,['【二手99新】三星 W2019 二手三星W2019'],['智达二手手机专营店'],6G+128G 全网通4G 12期免息,0,9399.0,64400791670.0
1813,['【二手99新】三星（SAMSUNG）Galaxy三星S10 三星'],['三星二手手机专卖店'],8G+128G 全网通+原充套装 白条12期免息,0,3919.0,63417458747.0
1836,['【二手99新】三星（SAMSUNG）三星S9+ 三星'],['三星二手手机专卖店'],6G+64G+原充套装白条12期免息,0,2699.0,55357928512.67
3861,['【赠无线充/分期免息】华为Mate30pro 5G版 '],['明日数码旗舰店'],全网通（8G+512G）,0,7899.0,62469029654.0
3859,['【赠无线充/分期免息】华为Mate30pro 5G版 '],['明日数码旗舰店'],24期免息/全网通（8G+512G）,0,9999.0,64935202578.0
1830,['【二手99新】三星（SAMSUNG）Galaxy三星S9+ 三星'],['三星二手手机专卖店'],6G+64G 全网通+原充原壳套装,0,2549.0,54559207216.0
3858,['【赠无线充/分期免息】华为Mate30pro 5G版 '],['明日数码旗舰店'],24期免息/全网通（8G+256G）,0,8999.0,64935202577.0
1823,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],8G+512G 全网通+原厂充电器套装,0,4899.0,58930874745.0
1822,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],8G+512G 全网通+原充套装 白条12期免息,0,5389.0,60958616958.33
1821,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],8G+512G 全网通+原充原壳套装,0,4999.0,59802747206.33
1819,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],8G+128G 全网通+原充套装 白条12期免息,0,4619.0,60958616957.33
1817,['【二手99新】三星（SAMSUNG）Galaxy三星S10+ 二手'],['三星二手手机专卖店'],12G+1T 全网通+原厂充电器套装,0,5599.0,64628235898.0
1816,['【二手99新】三星（SAMSUNG）Galaxy三星S10 三星'],['三星二手手机专卖店'],8G+512G 全网通+原厂充电器套装,0,4399.0,63417458746.0
4781,['华为畅享9S '],['千瑞达手机旗舰店'],4G+128G 移动全网通版,0,968.0,65003414277.0
1815,['【二手99新】三星（SAMSUNG）Galaxy三星S10 三星'],['三星二手手机专卖店'],8G+512G 全网通+原充套装 白条12期免息,0,4839.0,63417458748.0
1807,['【二手99新】三星（SAMSUNG）Galaxy 三星S9 三星'],['三星二手手机专卖店'],4G+64G 全网通+原充套装 白条12期免息,0,2395.0,57497111613.8
1786,['【二手99新】三星 W2019 二手三星W2019'],['智达二手手机专营店'],6G+128G 全网通4G 6期免息,0,8999.0,64523378098.0
1806,['【二手99新】三星（SAMSUNG）Galaxy 三星S9 三星'],['三星二手手机专卖店'],4G+64G 全网通+原充原壳套装,0,2275.0,56643992499.2
2808,['【二手9成新】三星 Galaxy Note8 N9500 二手三星note8'],['智达二手手机专营店'],6G+128G 全网通4G 送原装充电器,0,2449.0,64449473387.5
1798,['【二手99新】三星（SAMSUNG）Galaxy Note8/8+ 三星'],['三星二手手机专卖店'],6G+64G 原充套装 白条12期免息,0,2199.0,55978204806.75
4801,['华为畅享Max 7.12寸大屏'],['聚捷联盛手机旗舰店'],移动全网通（4+128G）,0,1352.33,64869370785.0
1796,['【二手99新】三星（SAMSUNG）Galaxy Note8/8+ 三星'],['三星二手手机专卖店'],6G+256G 原充套装 白条12期免息,0,2969.0,55978204808.75
1794,['【二手99新】三星（SAMSUNG）Galaxy Note8/8+ 三星'],['三星二手手机专卖店'],6G+128G 原充套装 白条12期免息,0,2499.0,55978204807.75
1793,['【二手99新】三星note10+ 5G/nteo10 骁龙855 安卓智能 拍照游戏'],['发动机优品二手手机专营店'],8GB+256GB （4G）双卡双待,0,6444.0,61986057664.5
2810,['【二手9成新】三星 Galaxy Note8 N9500 二手三星note8'],['智达二手手机专营店'],6G+256G 全网通4G 送原装充电器,0,2499.0,64449473388.5
2812,['【二手9成新】三星 Galaxy Note8 N9500 二手三星note8'],['智达二手手机专营店'],6G+64G 全网通4G 送原装充电器,0,2274.0,64449473386.5
2820,['【二手9成新】三星 Galaxy S10+（SM-G9750）3D超声波屏下指纹超感官全视 二手'],['文海二手商品专营店'],12GB+1TB,0,6354.67,57096696015.17
1790,['【二手99新】三星 W2019 二手三星W2019'],['智达二手手机专营店'],6G+256G 全网通4G 6期免息,0,9599.0,64523378099.0
1789,['【二手99新】三星 W2019 二手三星W2019'],['智达二手手机专营店'],6G+256G 全网通4G 12期免息,0,9799.0,64400791671.0
2824,['【二手9成新】三星 Galaxy S10（SM-G9730）3D超声波屏下指纹骁龙855'],['诚嘉优品二手手机专营店'],8G+512G 全网通,0,3766.0,54586721904.67
2171,['【二手9成新】Apple iPhone X 苹果X 二手苹果x'],['爱悠品二手商品专营店'],256GB 全网通4G【原装充电器】,0,3738.5,63792863232.0
2172,['【二手9成新】Apple iPhone X 苹果X 二手苹果x'],['爱悠品二手商品专营店'],64G 全网通4G【6期免息】,0,3344.0,63792863233.0
2873,['【二手9成新】三星（SAMSUNG）W2018（SM-W2018）翻盖商务正品'],['乐亨优品二手商品专营店'],64G  充电套装,0,4328.0,58909675671.0
2408,['【二手9成新】Apple iPhone7 苹果7  二手'],['经典二手商品专营店'],128G白条12期免息,0,1576.5,64721754711.0
4209,['华为 mate30 4G/5G版'],['牧申手机旗舰店'],24期免息 8G+128G（4G版）,0,4719.0,63559765210.0
4210,['华为 mate30 4G/5G版'],['牧申手机旗舰店'],24期免息 8G+128G（5G版）,0,5479.0,63559765209.0
2487,['【二手9成新】Apple iPhoneX 苹果X 苹果'],['焕新二手商品专营店'],256G 全网通,0,3679.0,59873122751.5
2572,['【二手9成新】Apple 苹果7 iPhone7 二手'],['弘朝二手商品专营店'],256G 全网通,0,1885.67,42431144644.5
2577,['【二手9成新】Apple 苹果7 iPhone7 二手'],['马顺二手商品专营店'],256G 全网通,0,1809.0,63188342555.0
2467,['【二手9成新】Apple iPhone8 Plus 苹果8plus 二手苹果'],['万城优品二手手机专营店'],256G全网通（白条12期免息）,0,3949.0,59353321879.0
4085,['努比亚 （nubia）红魔3代 电竞游戏'],['聚捷联盛手机旗舰店'],【手柄套餐】6+128,0,2865.67,58675886688.0
2581,['【二手9成新】Apple 苹果7P iPhone7plus 二手'],['沪上优品二手商品专营店'],256G,0,2288.0,63856221388.0
4080,['努比亚 红魔Mars 二代电竞游戏'],['茄子手机旗舰店'],全网通(8GB + 128GB)限时白条12期免息,0,2199.0,64795744731.0
2455,['【二手9成新】Apple iPhone7plus 苹果7plus 苹果'],['焕新二手商品专营店'],32G 全网通 白条6期免息,0,1741.83,60169655760.67
4256,['华为 nova6 5G'],['久汇通官方旗舰店'],4G版（8G+128G）+1年碎屏险,0,3299.0,64481903407.5
4258,['华为 nova6 5G'],['久汇通官方旗舰店'],5G版（8G+128G）+1年碎屏险,0,3899.0,64481903405.5
2585,['【二手9成新】Apple 苹果7plus iPhone7 Plus 二手'],['弘朝二手商品专营店'],256G 全网通,0,2266.0,42431137855.5
4260,['华为 nova6 5G'],['久汇通官方旗舰店'],5G版（8G+256G）+1年碎屏险,0,4299.0,64481903406.5
4261,['华为 畅享10S '],['同达丰手机旗舰店'],全网通(6GB+128GB),0,1799.0,59746179723.67
4262,['华为 畅享10S '],['同达丰手机旗舰店'],全网通(6GB+64GB),0,1499.0,63198318252.0
2589,['【二手9成新】Apple 苹果7plus iPhone7 Plus 二手'],['马顺二手商品专营店'],128G白条12期免息,0,2099.33,63537943150.5
4073,['努比亚 红魔3代 电竞游戏'],['茄子手机旗舰店'],全网通(6G+64G),0,2824.0,51461824952.0
2431,['【二手9成新】Apple iPhone7 苹果7 智能二手'],['海星优品二手手机专营店'],256G 全网通,0,1828.0,37236098556.5
4274,['华为 畅享9S 全网通版移动联通电信4G 全面屏智能'],['欧霖爵手机旗舰店'],4G+64G,0,1399.0,57820172868.0
4275,['华为 畅享9S 全网通版移动联通电信4G 全面屏智能'],['欧霖爵手机旗舰店'],6G+64G,0,1499.0,57820172867.0
2594,['【二手9成新】Apple 苹果X iPhone X 二手苹果x'],['优机汇二手手机专营店'],256G（白条12期免息）,0,4113.0,63028483771.5
4279,['华为 荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['欧霖爵手机旗舰店'],6G+256G（先领券后下单）,0,1799.0,55075262465.67
4280,['华为 荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能'],['欧霖爵手机旗舰店'],6G+64G（先领券后下单）,0,1065.67,55075260496.0
2423,['【二手9成新】Apple iPhone7 苹果7 二手'],['五星优品二手商品专营店'],256G 全网通,0,3599.0,58171717668.5
2422,['【二手9成新】Apple iPhone7 苹果7 二手'],['五星优品二手商品专营店'],128G 全网通,0,2665.67,58171717667.5
2595,['【二手9成新】Apple 苹果X iPhone X 二手苹果x'],['优机汇二手手机专营店'],256G（白条6期免息）,0,3874.5,63320742028.5
2598,['【二手9成新】Apple 苹果X iPhone X 二手苹果x'],['优机汇二手手机专营店'],64G（白条6期免息）,0,3324.0,63320742027.5
4061,['努比亚 nubia Z20超清双屏自拍 '],['鹏瑶旗舰店'],8GB+512GB,0,3384.5,63657457171.5
2489,['【二手9成新】Apple iPhoneX 苹果X 苹果'],['焕新二手商品专营店'],256G 全网通 白条6期免息,0,3862.5,60910942150.5
4203,['华为 P30Pro/P30 Pro【白条24期免息】  '],['普华手机专营店'],8G+512G（下单送好礼）,0,5790.75,48355094550.5
2571,['【二手9成新】Apple 苹果7 iPhone7 二手'],['弘朝二手商品专营店'],128G全网通 白条12期免息0首付,0,1611.83,60505010155.5
2558,['【二手9成新】Apple iphone8 苹果8'],['经典二手商品专营店'],64G白条12期免息,0,2157.0,64728358595.5
2555,['【二手9成新】Apple iphone8 苹果8'],['经典二手商品专营店'],256G白条12期免息,0,2901.25,64728359321.5
4120,['华为 HUAWEI Mate 30 Pro 5G【咨询享实惠，享价值299元的无线充电器】'],['中益德诚手机专营店'],8GB+512GB,0,7899.0,60576398185.0
2534,['【二手9成新】Apple iPhonex xs XS Max苹果x xsmax 国行 二手'],['泰业优品二手手机旗舰店'],512G 全网通,0,5599.0,55988771635.17
2532,['【二手9成新】Apple iPhonex Xs/Xs Max苹果x xsmax 国行 二手'],['马顺二手商品专营店'],64G白条12期免息,0,4986.0,55318969778.5
4117,['华为 HUAWEI Mate 30 Pro 5G 麒麟990 OLED环幕屏双4000万徕卡电影四摄8GB+256GB亮黑色5G全网通游戏'],['华为京东自营官方旗舰店'],预售版,0,7399.0,100008503285.83
2529,['【二手9成新】Apple iPhonex Xs/Xs Max苹果x xsmax 国行 二手'],['马顺二手商品专营店'],256G白条12期免息,0,5597.5,64043477063.0
81,['Apple iPhone 11 Pro Max 移动联通电信4G'],['平田数码专营店'],64G,0,8999.0,57040053254.5
80,['Apple iPhone 11 Pro Max 移动联通电信4G'],['平田数码专营店'],512G,0,12699.0,57040053256.5
4115,['华为 HUAWEI Mate 30 5G 麒麟990 4000万超感光徕卡影像双超级快充8GB+128GB亮黑色5G全网通游戏'],['华为京东自营官方旗舰店'],预售版,0,5249.0,100008137828.08
2556,['【二手9成新】Apple iphone8 苹果8'],['经典二手商品专营店'],256G白条6期免息,0,2716.0,62165118164.25
79,['Apple iPhone 11 Pro Max 移动联通电信4G'],['平田数码专营店'],256G,0,10299.0,57040053255.5
78,['Apple iPhone 11 Pro Max (A2220) 双卡双待 移动联通电信4G苹果'],['顺电手机旗舰店'],64GB,0,9299.0,56665867867.5
4157,['华为 HUAWEI 畅享10 Plus 超高清全视屏前置悬浮式镜头4800万超广角AI三摄 4GB+128GB天空之境全网通双4G'],['华为京东自营官方旗舰店'],预售版,0,1649.0,100007268249.5
4159,['华为 HUAWEI 畅享8e 青春版 2GB+32GB全面屏 金色 全网通版 移动联通电信4G'],['华为京东自营官方旗舰店'],预售版,0,549.0,100009292448.0
2491,['【二手9成新】Apple iPhoneX 苹果X 苹果'],['焕新二手商品专营店'],64G 全网通 白条12期免息,0,3474.0,60910942148.5
2509,['【二手9成新】Apple iPhoneX 苹果x 国行'],['发动机优品二手手机专营店'],64G 全网通 18W PD快充套装版,0,3249.0,63466567232.0
4111,['华为 HUAWEI Mate 20 Pro 麒麟980芯片全面屏超微距影像超大广角徕卡三摄6GB+128GB馥蕾红全网通版双4G'],['华为京东自营官方旗舰店'],碎屏险套装版,0,5374.0,100002797970.88
2564,['【二手9成新】Apple 苹果 iPhone Xs Max 二手'],['同城帮二手商品专营店'],（白条6期免息）512G 全网通4G,0,6821.33,58912077655.0
2504,['【二手9成新】Apple iPhoneX 苹果x 国行'],['发动机优品二手手机专营店'],256G 全网通 18W PD快充套装版,0,3749.0,63466567233.0
4104,['努比亚（nubia）红魔3代 游戏'],['淘金手机专营店'],全网通(12G+256G),0,3062.0,51752771226.0
2501,['【二手9成新】Apple iPhoneX 苹果x 国行'],['发动机优品二手手机专营店'],256G 全网通 0首付 24期分期白条免息,0,5566.0,64170308078.5
4181,['华为 Mate30 5G版 全网通'],['银河信业手机专营店'],8GB+128GB,0,4999.0,61617818069.4
4182,['华为 Mate30 5G版 全网通'],['银河信业手机专营店'],8GB+256GB,0,5499.0,61617818070.4
4184,['华为 Mate30 Pro 5G '],['久汇通官方旗舰店'],全网通（8G+128G）4G版+1年碎屏险,0,5979.0,63348760123.67
4186,['华为 Mate30 Pro 5G '],['久汇通官方旗舰店'],全网通（8G+128G）5G版+1年碎屏险,0,6599.0,63771819401.0
4193,['华为 Mate30Pro 全网通'],['银河信业手机专营店'],8GB+128GB,0,5799.0,57548377719.0
4194,['华为 Mate30Pro 全网通'],['银河信业手机专营店'],8GB+256GB,0,6299.0,57548377720.0
2492,['【二手9成新】Apple iPhoneX 苹果X 苹果'],['焕新二手商品专营店'],64G 全网通 白条6期免息,0,3317.5,60910942147.5
2411,['【二手9成新】Apple iPhone7 苹果7  二手'],['经典二手商品专营店'],32G白条12期免息,0,1342.67,64721754710.0
2399,['【二手9成新】Apple iPhone7 plus 苹果7plus全网通'],['经典二手商品专营店'],32G白条12期免息,0,1884.5,64723489078.0
2174,['【二手9成新】Apple iPhone X 苹果X 二手苹果x'],['爱悠品二手商品专营店'],64GB 全网通4G【原装充电器】,0,3244.0,63792863231.0
2396,['【二手9成新】Apple iPhone7 plus 苹果7plus全网通'],['经典二手商品专营店'],128G白条12期免息,0,2212.67,64723489079.0
2273,['【二手9成新】Apple iPhone Xs Max 苹果xsmax x二手'],['万城优品二手手机专营店'],64G 全网通 12期白条免息,0,5199.0,35162010135.33
2271,['【二手9成新】Apple iPhone Xs Max 苹果xsmax x二手'],['万城优品二手手机专营店'],512G 全网通 12期白条免息,0,9099.0,52773089947.0
2270,['【二手9成新】Apple iPhone Xs Max 苹果xsmax x二手'],['万城优品二手手机专营店'],512G 全网通,0,5899.0,35162007966.67
2269,['【二手9成新】Apple iPhone Xs Max 苹果xsmax x二手'],['万城优品二手手机专营店'],256G 全网通 12期白条免息,0,5819.0,52773089946.0
2267,['【二手9成新】Apple iPhone XS/XSMAX 苹果xs 苹果xs max 二手'],['弘朝二手商品专营店'],64G白条12期免息0首付,0,5020.5,64137799693.0
2265,['【二手9成新】Apple iPhone XS/XSMAX 苹果xs 苹果xs max 二手'],['弘朝二手商品专营店'],512G全网通,0,7014.5,61409698296.33
2264,['【二手9成新】Apple iPhone XS/XSMAX 苹果xs 苹果xs max 二手'],['弘朝二手商品专营店'],256G白条12期免息0首付,0,5666.5,64137799694.0
4012,['三星 SAMSUNG Galaxy Fold 折叠屏 量子黑 12GB+512GB'],['三星手机京东自营官方旗舰店'],尊享版,0,19999.0,100007710935.5
4402,['华为P30 '],['牧申手机旗舰店'],24期免息版 6G+128G,0,3719.0,64555467231.0
2260,['【二手9成新】Apple iPhone XS/XS Max 苹果XS/XS Max 国行 二手'],['可多优品二手手机专营店'],512G全网通,0,7014.5,58216565556.0
2256,['【二手9成新】Apple iPhone XS 苹果xs 国行 自营 原装 二手'],['拍拍二手自营旗舰店'],512G全网通,0,5099.0,60351888611.0
2253,['【二手9成新】Apple iPhone XS 苹果xs 国行 全网通 二手'],['鸿兴优品二手手机专营店'],【6期免息白条分期0首付】512G 全网通,0,5717.0,51959143408.0
4004,['三星 Galaxy Note10+ 5G'],['三星手机京东自营官方旗舰店'],预约版,0,7999.0,100007389316.0
2248,['【二手9成新】Apple iPhone XS Max 苹果XSmax国行 自营 原装 二手'],['拍拍二手自营旗舰店'],64G全网通,0,4979.0,60351222995.0
2247,['【二手9成新】Apple iPhone XS Max 苹果XSmax国行 自营 原装 二手'],['拍拍二手自营旗舰店'],512G全网通,0,5979.0,60351222997.0
4003,['三星 Galaxy Note10+ 5G'],['三星手机京东自营官方旗舰店'],预售版,0,7999.0,100007187537.0
2244,['【二手9成新】Apple iPhone XS Max 苹果XS max 国行全网通'],['闪回二手商品专营店'],512G,0,5878.0,46588329111.0
4001,['三星 Galaxy Note10+ 5G'],['三星手机京东自营官方旗舰店'],摄影达人版,0,8299.0,100005681502.0
3999,['三星 Galaxy Note10 智能S Pen 骁龙855 4G'],['三星手机京东自营官方旗舰店'],JOY定制版,0,6599.0,100006356320.33
2229,['【二手9成新】Apple iPhone XR 苹果xr x二手'],['丰泽优品二手商品专营店'],256G 全网通,0,4723.17,53487983516.67
2226,['【二手9成新】Apple iPhone XR 苹果x xr 国行双卡双待二手'],['诚嘉优品二手手机专营店'],256G 全网通,0,4097.72,51031262648.78
2216,['【二手9成新】Apple iPhone XR 苹果 Xr 二手'],['可多优品二手手机专营店'],256G全网通,0,5038.0,58839697222.67
4457,['华为mate20Pro '],['福气多多手机旗舰店'],全网通（6GB+128GB）仅需3399到手,0,3999.0,63100803373.0
2188,['【二手9成新】Apple iPhone X 苹果x 二手苹果'],['零度二手商品专营店'],6期免息白条分期0首付 (64G全网通),0,3449.0,64127874951.0
4488,['华为mate30 Pro 5G '],['天域手机专营店'],8GB+256GB,0,6899.0,61949312981.0
4489,['华为mate30 Pro 5G '],['天域手机专营店'],8GB+512GB,0,7899.0,61949312982.0
3979,['【高至24期免息】华为 nova5 Pro '],['淘金手机专营店'],全网通(8G+256G)24期免息,0,3099.0,62545979730.0
4495,['华为mate30 RS 5G版保时捷限量版'],['聚捷联盛手机旗舰店'],24期免息版（12G+512G),0,16666.0,64283874025.5
2187,['【二手9成新】Apple iPhone X 苹果x 二手苹果'],['零度二手商品专营店'],6期免息白条分期0首付 (256G全网通),0,3949.0,64127874952.0
4014,['三星 SAMSUNG Galaxy Fold 折叠屏 量子黑 12GB+512GB'],['三星手机京东自营官方旗舰店'],至尊版,0,24999.0,100007711626.5
4015,['三星 SAMSUNG 心系天下 W20 5G'],['三星手机京东自营官方旗舰店'],尊享版,0,25888.0,100010633638.0
2278,['【二手9成新】Apple iPhone x (A1865)苹果x 国行公开版二手'],['泰业优品二手手机旗舰店'],12期免息白条分期0首付 全网通256G,0,4299.0,64737865573.0
4038,['中兴 ZTE Blade 20 Smart孝心版 魔力红 4GB+128GB全网通 高清三摄 4G双卡双待中兴新品老人机智能'],['中兴京东自营官方旗舰店'],碎屏险套装,0,929.0,100007303522.5
2604,['【二手9成新】Apple 苹果x iPhoneX 二手'],['弘朝二手商品专营店'],256G白条12期免息0首付,0,4184.5,60781493187.0
4303,['华为(HUAWEI)畅享 9S 移动4G+全网通 移动联通电信4G 全面屏智能'],['众盛手机专营店'],(6G RAM+64G ROM),0,995.33,64904767015.0
4305,['华为MATE20X 5G版 '],['茄子手机旗舰店'],（8GB+256GB）5G全网通(24期免息）,0,5199.0,59801006414.5
2606,['【二手9成新】Apple 苹果x iPhoneX 二手'],['弘朝二手商品专营店'],64G白条12期免息0首付,0,3734.5,60781488536.0
2612,['【二手9成新】Apple 苹果xsmax iPhoneXS MAX 二手'],['弘朝二手商品专营店'],256G白条12期免息0首付,0,6091.0,61134966162.0
2613,['【二手9成新】Apple 苹果xsmax iPhoneXS MAX 二手'],['弘朝二手商品专营店'],512G全网通,0,7566.0,61134966160.0
2615,['【二手9成新】Apple 苹果xsmax iPhoneXS MAX 二手'],['弘朝二手商品专营店'],64G白条12期免息0首付,0,5502.0,61134966161.0
2363,['【二手9成新】Apple iPhone6sPlus苹果6sPlus苹果'],['焕新二手商品专营店'],16G 全网通,0,1056.5,60158859146.0
4327,['华为Mate30 '],['易讯通通信专营店'],4G全网通 6GB+128GB,0,3999.0,57686806477.0
2350,['【二手9成新】Apple iPhone6s 苹果6s 4.7英寸 二手智能'],['海星优品二手手机专营店'],128G 全网通,0,1388.0,37229635157.0
2631,['【二手9成新】Apple苹果6s iPhone6S 二手'],['马顺二手商品专营店'],64G白条12期免息,0,1073.5,63448530267.0
4337,['华为Mate30 全网通'],['银河信业手机专营店'],6GB+128GB,0,3999.0,57586997129.0
4338,['华为Mate30 全网通'],['银河信业手机专营店'],8GB+128GB,0,4299.0,57586997130.0
2340,['【二手9成新】Apple iPhone6s Plus 苹果6s Plus 二手'],['经典二手商品专营店'],64G白条12期免息,0,1406.0,64701070418.0
2279,['【二手9成新】Apple iPhone x (A1865)苹果x 国行公开版二手'],['泰业优品二手手机旗舰店'],12期免息白条分期0首付 全网通64G,0,3699.0,64737865572.0
4036,['中兴 ZTE Blade 20 Smart孝心版 魔力红 4GB+128GB全网通 高清三摄 4G双卡双待中兴新品老人机智能'],['中兴京东自营官方旗舰店'],延保套装,0,939.0,100009339239.0
4345,['华为Mate30Pro5G版全网通'],['银河信业手机专营店'],8GB+128GB,0,6399.0,64261301689.0
2336,['【二手9成新】Apple iPhone6s Plus 苹果6s Plus 二手'],['经典二手商品专营店'],16G白条12期免息,0,1177.75,64701070419.0
2637,['【二手9成新】Huawei/华为 P20 Pro '],['闲至优品二手手机旗舰店'],6GB+256GB,0,2299.0,53760518065.0
2639,['【二手9成新】Huawei/华为 P20 Pro '],['闲至优品二手手机旗舰店'],8GB+128GB,0,2299.0,53760518066.0
2306,['【二手9成新】Apple iPhone6 Plus 苹果6Plus'],['经典二手商品专营店'],64G白条12期免息,0,1173.0,64697682682.0
2303,['【二手9成新】Apple iPhone6 Plus 苹果6Plus'],['经典二手商品专营店'],128G白条6期免息,0,1421.0,64697682681.0
2302,['【二手9成新】Apple iPhone6 Plus 苹果6Plus'],['经典二手商品专营店'],128G白条12期免息,0,1517.67,64697682683.0
2292,['【二手9成新】Apple iPhone6 Plus 苹果6 Plus'],['优机汇二手手机专营店'],128G,0,1258.0,61162518247.0
2289,['【二手9成新】Apple iPhone6 Plus  苹果6 Plus 二手苹果'],['和初二手商品专营店'],128G全网通,0,1156.67,53150331970.33
4377,['华为Nova6 '],['优爱特手机专营店'],8G+128G 全网通（4G版）,0,3199.0,63770831041.0
4379,['华为Nova6 '],['优爱特手机专营店'],8G+256G 全网通（5G版）,0,4199.0,63453180381.0
4382,['华为Nova6 4G/5G'],['谷高数码手机专营店'],8G+256G全网通（5G版）,0,4199.0,63655750859.5
1709,['【二手99新】Apple iPhone x XS 苹果 x xs 国行 二手'],['鸿兴优品二手手机专营店'],512G 全网通,0,5599.0,56873003389.67
1700,['【二手99新】Apple iPhone XS 苹果xs 国行'],['发动机优品二手手机专营店'],512G 全网通,0,5358.0,53488471659.0
931,['【5128元起送好礼】Apple 苹果 iPhone 11 移动联通电信4G'],['淘金手机专营店'],全网通(128G)3-24期免息,0,6433.17,64861285122.0
5504,['小米红米8a Redmi智能老人'],['疆界互联旗舰店'],3G+32G 全网通,0,685.0,59106778679.0
1231,['【二手95新】Huawei/华为P30 Pro '],['闲至优品二手手机旗舰店'],6期免息白条分期0首付（128G全网通）,0,3788.0,58297320443.0
3615,['【已降500】华为'],['迪信通官方旗舰店'],8GB+512GB（赠超级无线充电器）,0,5788.0,62781061681.0
5432,['小米Mix3 双卡双待 全面屏拍照游戏 智能'],['冰之凯盛手机专营店'],12期免息套餐（6GB+128GB）,0,3249.0,64018895862.0
5434,['小米Mix3 双卡双待 全面屏拍照游戏 智能'],['冰之凯盛手机专营店'],12期免息套餐（8GB+256GB）,0,3499.0,64018895863.5
3614,['【已降500】华为'],['迪信通官方旗舰店'],8GB+512GB,0,5788.0,57193466604.29
3065,['【二手9成新】小米'],['腾龙二手商品专营店'],4G+128G 全网通,0,999.0,64678611095.5
3067,['【二手9成新】小米(MI) Redmi 红米Note8 Pro 全场景四摄二手'],['闪回二手商品专营店'],4G+64G,0,888.0,63283825253.0
5457,['小米Redmi红米K20pro'],['疆界互联旗舰店'],8G+256G 全网通,0,2350.75,64513851887.5
1203,['【二手95新】Huawei/华为 Mate20 Pro 全网通双4G 二手'],['丰泽优品二手商品专营店'],8GB+128GB (3D面部识别+屏内指纹),0,2899.0,54832073121.5
3071,['【二手9成新】小米(MI) Redmi 红米Note8 Pro 全场景四摄二手'],['闪回二手商品专营店'],8G+256G,0,1299.0,64127932059.0
